dataset,source,augmentation_type,augmentation_rate,trial,local_homophily_group,num_nodes_in_group,retained_same_class_edges,retained_cross_class_edges,dropped_same_class_edges,dropped_cross_class_edges,same_class_edge_retention_rate,cross_class_edge_retention_rate,neighbor_label_distribution_js_divergence,neighbor_label_distribution_js_divergence_std,neighbor_label_distribution_l1_distance,local_homophily_change,positive_pair_cosine_similarity,positive_pair_rank,positive_pair_similarity_drop,low_reliability_positive_ratio,positive_nodes_evaluated,embedding_source,labels_posthoc_only
Chameleon,pyg,edge_drop,0.2,3,low_homophily,1604,5799,19390,1414,4768,0.80396506,0.80263267,0.028301355,0.073604174,0.16623625,0.00039446763,0.88279302,1.1519435,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,3,medium_homophily,513,5799,19390,1414,4768,0.80396506,0.80263267,0.033958713,0.075709827,0.20309629,0.0027088314,0.92787524,1.1621622,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,3,high_homophily,160,5799,19390,1414,4768,0.80396506,0.80263267,0.029947302,0.096725174,0.12966456,-0.010484045,0.95,1.212766,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,3,all,2277,5799,19390,1414,4768,0.80396506,0.80263267,0.029691595,0.075964496,0.17197087,0.0001718043,0.89767238,1.1585,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,3,low_homophily,1604,4414,14420,2799,9738,0.61195064,0.59690372,0.065660802,0.11708281,0.29490521,0.0086841924,0.88279302,1.1519435,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,3,medium_homophily,513,4414,14420,2799,9738,0.61195064,0.59690372,0.079515613,0.11693441,0.36087495,0.0068958719,0.92787524,1.1621622,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,3,high_homophily,160,4414,14420,2799,9738,0.61195064,0.59690372,0.074039674,0.1424902,0.25064756,0.00086758026,0.95,1.212766,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,3,all,2277,4414,14420,2799,9738,0.61195064,0.59690372,0.069371007,0.11915702,0.30665806,0.0077525052,0.89767238,1.1585,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,3,low_homophily,1604,2924,9697,4289,14461,0.40537918,0.40139912,0.12757262,0.15982578,0.45379212,0.0073602365,0.88279302,1.1519435,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,3,medium_homophily,513,2924,9697,4289,14461,0.40537918,0.40139912,0.15586459,0.15841486,0.5511686,-0.0028900228,0.92787524,1.1621622,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,3,high_homophily,160,2924,9697,4289,14461,0.40537918,0.40139912,0.15408683,0.19004851,0.44460283,-0.0027660058,0.95,1.212766,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,3,all,2277,2924,9697,4289,14461,0.40537918,0.40139912,0.1358098,0.16232075,0.47508499,0.0043725527,0.89767238,1.1585,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,3,low_homophily,1604,1457,4878,5756,19280,0.2019964,0.20192069,0.22614247,0.19843168,0.66940974,0.000694784,0.88279302,1.1519435,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,3,medium_homophily,513,1457,4878,5756,19280,0.2019964,0.20192069,0.27349465,0.18887286,0.79326656,0.0051384062,0.92787524,1.1621622,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,3,high_homophily,160,1457,4878,5756,19280,0.2019964,0.20192069,0.25192976,0.21802595,0.63109227,0.010689534,0.95,1.212766,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,3,all,2277,1457,4878,5756,19280,0.2019964,0.20192069,0.23862277,0.19877268,0.69462175,0.0022710929,0.89767238,1.1585,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,4,low_homophily,1604,6521,21750,692,2408,0.90406211,0.90032287,0.012351627,0.048771848,0.090222031,1.462963e-05,0.88279302,1.1507143,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,4,medium_homophily,513,6521,21750,692,2408,0.90406211,0.90032287,0.011435484,0.038409137,0.1087579,0.0052052546,0.92787524,1.1648352,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,4,high_homophily,160,6521,21750,692,2408,0.90406211,0.90032287,0.012454443,0.059109217,0.062751559,-0.0075804241,0.95,1.2482759,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,4,all,2277,6521,21750,692,2408,0.90406211,0.90032287,0.012152448,0.047472799,0.092467803,0.00066044513,0.89767238,1.161,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,4,low_homophily,1604,5769,19316,1444,4842,0.79980591,0.7995695,0.028976442,0.077288728,0.16685815,-0.00062411729,0.88279302,1.1507143,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,4,medium_homophily,513,5769,19316,1444,4842,0.79980591,0.7995695,0.030296606,0.068922405,0.18756356,0.014839922,0.92787524,1.1648352,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,4,high_homophily,160,5769,19316,1444,4842,0.79980591,0.7995695,0.03608448,0.10266554,0.14542337,-0.0060895758,0.95,1.2482759,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,4,all,2277,5769,19316,1444,4842,0.79980591,0.7995695,0.029773337,0.077602522,0.17001683,0.0025134432,0.89767238,1.161,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,4,low_homophily,1604,4318,14492,2895,9666,0.59864134,0.5998841,0.068739433,0.11938558,0.30121617,-0.0019220522,0.88279302,1.1507143,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,4,medium_homophily,513,4318,14492,2895,9666,0.59864134,0.5998841,0.074084156,0.11134274,0.3433621,0.006663832,0.92787524,1.1648352,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,4,high_homophily,160,4318,14492,2895,9666,0.59864134,0.5998841,0.086276067,0.14957482,0.28670222,0.0026332284,0.95,1.2482759,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,4,all,2277,4318,14492,2895,9666,0.59864134,0.5998841,0.071175842,0.12011451,0.30969163,0.00034477596,0.89767238,1.161,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,4,low_homophily,1604,2920,9769,4293,14389,0.40482462,0.4043795,0.12635469,0.16067502,0.44750335,0.0016295052,0.88279302,1.1507143,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,4,medium_homophily,513,2920,9769,4293,14389,0.40482462,0.4043795,0.15853674,0.16459435,0.55876717,0.0036196087,0.92787524,1.1648352,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,4,high_homophily,160,2920,9769,4293,14389,0.40482462,0.4043795,0.14471745,0.18639091,0.42364846,0.010905894,0.95,1.2482759,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,4,all,2277,2920,9769,4293,14389,0.40482462,0.4043795,0.1348955,0.16405764,0.47089446,0.0026761116,0.89767238,1.161,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,4,low_homophily,1604,1423,4955,5790,19203,0.19728268,0.20510804,0.22429907,0.19763061,0.67190396,-0.0051021713,0.88279302,1.1507143,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,4,medium_homophily,513,1423,4955,5790,19203,0.19728268,0.20510804,0.27857539,0.18970859,0.80499523,-0.0036130221,0.92787524,1.1648352,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,4,high_homophily,160,1423,4955,5790,19203,0.19728268,0.20510804,0.26532616,0.2155003,0.65685621,0.032855804,0.95,1.2482759,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,4,all,2277,1423,4955,5790,19203,0.19728268,0.20510804,0.23941022,0.19859235,0.70083157,-0.0027553458,0.89767238,1.161,-0.88728996,0,2277,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,0,low_homophily,4089,39725,138929,4336,15363,0.90159098,0.90042906,0.0096099711,0.040387564,0.083734393,6.153389e-05,0.96478357,1.1841597,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,0,medium_homophily,910,39725,138929,4336,15363,0.90159098,0.90042906,0.015559181,0.048456062,0.11421556,9.1304843e-05,0.97912088,1.277628,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,0,high_homophily,202,39725,138929,4336,15363,0.90159098,0.90042906,0.018780941,0.072385212,0.086809704,-0.0037294994,0.99009901,1.3289474,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,0,all,5201,39725,138929,4336,15363,0.90159098,0.90042906,0.011007071,0.043637513,0.089187013,-7.8800631e-05,0.96827533,1.207,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,0,low_homophily,4089,35326,123319,8735,30973,0.80175212,0.79925725,0.021694467,0.062400612,0.14780323,0.0016678828,0.96478357,1.1841597,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,0,medium_homophily,910,35326,123319,8735,30973,0.80175212,0.79925725,0.032817363,0.073747658,0.19296522,0.0017166818,0.97912088,1.277628,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,0,high_homophily,202,35326,123319,8735,30973,0.80175212,0.79925725,0.033888418,0.094187297,0.16334396,-0.014808064,0.99009901,1.3289474,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,0,all,5201,35326,123319,8735,30973,0.80175212,0.79925725,0.024114197,0.066174173,0.15630864,0.001050151,0.96827533,1.207,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,0,low_homophily,4089,26346,92523,17715,61769,0.59794376,0.59966168,0.054160149,0.10338835,0.26842178,-0.00054899585,0.96478357,1.1841597,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,0,medium_homophily,910,26346,92523,17715,61769,0.59794376,0.59966168,0.081176865,0.11845453,0.35850356,-0.0033442797,0.97912088,1.277628,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,0,high_homophily,202,26346,92523,17715,61769,0.59794376,0.59966168,0.10384713,0.15740944,0.34939025,-0.027341084,0.99009901,1.3289474,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,0,all,5201,26346,92523,17715,61769,0.59794376,0.59966168,0.060816942,0.10954637,0.28732777,-0.0020136293,0.96827533,1.207,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,0,low_homophily,4089,17532,61976,26529,92316,0.39790291,0.40167993,0.10488448,0.15023889,0.40612618,-0.00042514117,0.96478357,1.1841597,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,0,medium_homophily,910,17532,61976,26529,92316,0.39790291,0.40167993,0.14904014,0.16149339,0.53176799,0.0051422896,0.97912088,1.277628,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,0,high_homophily,202,17532,61976,26529,92316,0.39790291,0.40167993,0.17584258,0.18424036,0.50852217,0.0081717274,0.99009901,1.3289474,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,0,all,5201,17532,61976,26529,92316,0.39790291,0.40167993,0.11536615,0.15509386,0.4320862,0.00083598103,0.96827533,1.207,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,0,low_homophily,4089,8921,30869,35140,123423,0.2024693,0.2000687,0.19293993,0.19822215,0.61356218,0.0010198893,0.96478357,1.1841597,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,0,medium_homophily,910,8921,30869,35140,123423,0.2024693,0.2000687,0.26275808,0.19135396,0.76214847,0.023445341,0.97912088,1.277628,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,0,high_homophily,202,8921,30869,35140,123423,0.2024693,0.2000687,0.27193765,0.20900576,0.71390559,-0.046848337,0.99009901,1.3289474,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,0,all,5201,8921,30869,35140,123423,0.2024693,0.2000687,0.20822392,0.19963989,0.64345698,0.0031694444,0.96827533,1.207,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,1,low_homophily,4089,39687,138931,4374,15361,0.90072854,0.90044202,0.0098751684,0.04153003,0.084910605,0.00052410348,0.96478357,1.1846251,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,1,medium_homophily,910,39687,138931,4374,15361,0.90072854,0.90044202,0.015918756,0.051927361,0.11276975,-0.0029129555,0.97912088,1.2767857,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,1,high_homophily,202,39687,138931,4374,15361,0.90072854,0.90044202,0.015167428,0.054956,0.072624228,0.0029639516,0.99009901,1.4675325,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,1,all,5201,39687,138931,4374,15361,0.90072854,0.90044202,0.011138137,0.044169618,0.089307831,1.7155768e-05,0.96827533,1.211,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,1,low_homophily,4089,35347,123490,8714,30802,0.80222873,0.80036554,0.022470446,0.063067992,0.14854873,-0.00047306555,0.96478357,1.1846251,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,1,medium_homophily,910,35347,123490,8714,30802,0.80222873,0.80036554,0.035423334,0.079529406,0.20425524,-0.0047227301,0.97912088,1.2767857,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,1,high_homophily,202,35347,123490,8714,30802,0.80222873,0.80036554,0.043186258,0.098879733,0.18385879,0.0085330633,0.99009901,1.4675325,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,1,all,5201,35347,123490,8714,30802,0.80222873,0.80036554,0.02554134,0.068191804,0.15966689,-0.00087756593,0.96827533,1.211,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,1,low_homophily,4089,26570,92499,17491,61793,0.60302762,0.59950613,0.053831555,0.10280143,0.26523236,0.0010459105,0.96478357,1.1846251,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,1,medium_homophily,910,26570,92499,17491,61793,0.60302762,0.59950613,0.080473252,0.12038712,0.35923776,0.0095431741,0.97912088,1.2767857,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,1,high_homophily,202,26570,92499,17491,61793,0.60302762,0.59950613,0.086608545,0.13956162,0.31060857,-0.015152978,0.99009901,1.4675325,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,1,all,5201,26570,92499,17491,61793,0.60302762,0.59950613,0.05976597,0.10831245,0.28344249,0.0019375772,0.96827533,1.211,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,1,low_homophily,4089,17695,61594,26366,92698,0.40160232,0.39920411,0.10299157,0.14725736,0.40503517,0.0035208377,0.96478357,1.1846251,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,1,medium_homophily,910,17695,61594,26366,92698,0.40160232,0.39920411,0.1554126,0.16750547,0.54316764,0.0061604472,0.97912088,1.2767857,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,1,high_homophily,202,17695,61594,26366,92698,0.40160232,0.39920411,0.17597827,0.17895603,0.52525066,-0.01124226,0.99009901,1.4675325,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,1,all,5201,17695,61594,26366,92698,0.40160232,0.39920411,0.11499819,0.15409414,0.43387271,0.0034550391,0.96827533,1.211,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,1,low_homophily,4089,8817,30985,35244,123307,0.20010894,0.20082052,0.19453797,0.19985548,0.61601525,0.001757955,0.96478357,1.1846251,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,1,medium_homophily,910,8817,30985,35244,123307,0.20010894,0.20082052,0.27005388,0.19778837,0.78317641,-0.00031271537,0.97912088,1.2767857,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,1,high_homophily,202,8817,30985,35244,123307,0.20010894,0.20082052,0.28087457,0.20039546,0.71578609,0.015568758,0.99009901,1.4675325,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,1,all,5201,8817,30985,35244,123307,0.20010894,0.20082052,0.21110392,0.2020387,0.6491378,0.0018198007,0.96827533,1.211,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,2,low_homophily,4089,39702,138798,4359,15494,0.90106897,0.89958002,0.010485268,0.04304,0.086246211,0.00010722631,0.96478357,1.1871491,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,2,medium_homophily,910,39702,138798,4359,15494,0.90106897,0.89958002,0.016998746,0.051362358,0.1168097,0.0048999445,0.97912088,1.2760736,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,2,high_homophily,202,39702,138798,4359,15494,0.90106897,0.89958002,0.010532128,0.031317265,0.063820694,0.006064542,0.99009901,1.2957746,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,2,all,5201,39702,138798,4359,15494,0.90106897,0.89958002,0.011626728,0.044296383,0.090722814,0.0011804667,0.96827533,1.2055,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,2,low_homophily,4089,35300,123459,8761,30833,0.80116203,0.80016462,0.021773738,0.059879465,0.14736733,-5.9466034e-05,0.96478357,1.1871491,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,2,medium_homophily,910,35300,123459,8761,30833,0.80116203,0.80016462,0.034215639,0.075456115,0.20423726,0.00024969097,0.97912088,1.2760736,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,2,high_homophily,202,35300,123459,8761,30833,0.80116203,0.80016462,0.037874353,0.086620445,0.17182622,0.0030449939,0.99009901,1.2957746,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,2,all,5201,35300,123459,8761,30833,0.80116203,0.80016462,0.024575979,0.06431054,0.15826761,0.00011369869,0.96827533,1.2055,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,2,low_homophily,4089,26129,92818,17932,61474,0.59301877,0.60157364,0.05568364,0.10457103,0.26939579,-0.0011368104,0.96478357,1.1871491,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,2,medium_homophily,910,26129,92818,17932,61474,0.59301877,0.60157364,0.080373796,0.12206479,0.35693898,-0.0030253985,0.97912088,1.2760736,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,2,high_homophily,202,26129,92818,17932,61474,0.59301877,0.60157364,0.075059418,0.12440767,0.29379496,-0.0049152442,0.99009901,1.2957746,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,2,all,5201,26129,92818,17932,61474,0.59301877,0.60157364,0.060756116,0.1090904,0.28566053,-0.0016115993,0.96827533,1.2055,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,2,low_homophily,4089,17539,61466,26522,92826,0.39806178,0.39837451,0.10103004,0.14554136,0.39821798,0.00065443273,0.96478357,1.1871491,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,2,medium_homophily,910,17539,61466,26522,92826,0.39806178,0.39837451,0.15630772,0.16888334,0.54577972,-0.0057961657,0.97912088,1.2760736,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,2,high_homophily,202,17539,61466,26522,92826,0.39806178,0.39837451,0.16779758,0.17618093,0.50773815,-0.010690661,0.99009901,1.2957746,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,2,all,5201,17539,61466,26522,92826,0.39806178,0.39837451,0.11329494,0.15299219,0.42828994,-0.00085252932,0.96827533,1.2055,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,2,low_homophily,4089,8772,31051,35289,123241,0.19908763,0.20124828,0.19296595,0.1983497,0.61165678,-0.0064064299,0.96478357,1.1871491,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,2,medium_homophily,910,8772,31051,35289,123241,0.19908763,0.20124828,0.26343347,0.19210434,0.75953656,0.0084093227,0.97912088,1.2760736,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,2,high_homophily,202,8772,31051,35289,123241,0.19908763,0.20124828,0.27704809,0.19749071,0.7011801,0.015484683,0.99009901,1.2957746,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,2,all,5201,8772,31051,35289,123241,0.19908763,0.20124828,0.20856103,0.19950673,0.64100774,-0.0033549994,0.96827533,1.2055,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,3,low_homophily,4089,39645,138824,4416,15468,0.89977531,0.89974853,0.010599618,0.043380837,0.088755949,0.00059801541,0.96478357,1.1805643,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,3,medium_homophily,910,39645,138824,4416,15468,0.89977531,0.89974853,0.016047039,0.047857618,0.1177261,-9.577877e-05,0.97912088,1.2668712,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,3,high_homophily,202,39645,138824,4416,15468,0.89977531,0.89974853,0.018788215,0.068127215,0.093627091,-0.00014540485,0.99009901,1.3417722,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,3,all,5201,39645,138824,4416,15468,0.89977531,0.89974853,0.011870768,0.045461143,0.094013939,0.00044768876,0.96827533,1.201,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,3,low_homophily,4089,35292,123343,8769,30949,0.80098046,0.7994128,0.023489118,0.065994021,0.1516015,-0.0015711376,0.96478357,1.1805643,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,3,medium_homophily,910,35292,123343,8769,30949,0.80098046,0.7994128,0.03705486,0.078906474,0.2086785,0.0052869534,0.97912088,1.2668712,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,3,high_homophily,202,35292,123343,8769,30949,0.80098046,0.7994128,0.048546576,0.11558023,0.18317895,0.0031769466,0.99009901,1.3417722,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.2,3,all,5201,35292,123343,8769,30949,0.80098046,0.7994128,0.026835865,0.071257616,0.16281448,-0.00018354828,0.96827533,1.201,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,3,low_homophily,4089,26399,92759,17662,61533,0.59914664,0.60119125,0.053598969,0.10075817,0.26392054,-0.0004972775,0.96478357,1.1805643,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,3,medium_homophily,910,26399,92759,17662,61533,0.59914664,0.60119125,0.084239191,0.12578768,0.36265877,-0.0010469949,0.97912088,1.2668712,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,3,high_homophily,202,26399,92759,17662,61533,0.59914664,0.60119125,0.09573899,0.13784426,0.34429748,0.00043437744,0.99009901,1.3417722,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.4,3,all,5201,26399,92759,17662,61533,0.59914664,0.60119125,0.06059664,0.10803827,0.28431814,-0.00055841307,0.96827533,1.201,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,3,low_homophily,4089,17530,61478,26531,92814,0.39785752,0.39845229,0.10241687,0.14722228,0.40248394,-0.0012174627,0.96478357,1.1805643,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,3,medium_homophily,910,17530,61478,26531,92814,0.39785752,0.39845229,0.155019,0.16503587,0.54860643,-0.013730718,0.97912088,1.2668712,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,3,high_homophily,202,17530,61478,26531,92814,0.39785752,0.39845229,0.1518694,0.17095622,0.46404676,0.0066174311,0.99009901,1.3417722,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.6,3,all,5201,17530,61478,26531,92814,0.39785752,0.39845229,0.11354114,0.15295848,0.43044148,-0.0031144916,0.96827533,1.201,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,3,low_homophily,4089,8795,31006,35266,123286,0.19960963,0.20095663,0.18810818,0.19268305,0.60593715,-0.0004346795,0.96478357,1.1805643,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,3,medium_homophily,910,8795,31006,35266,123286,0.19960963,0.20095663,0.2688629,0.19441991,0.77893716,0.0085019685,0.97912088,1.2668712,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,3,high_homophily,202,8795,31006,35266,123286,0.19960963,0.20095663,0.26804829,0.19877911,0.68885186,-0.018990148,0.99009901,1.3417722,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.8,3,all,5201,8795,31006,35266,123286,0.19960963,0.20095663,0.2053423,0.19603385,0.63942663,0.00047902008,0.96827533,1.201,-0.9499067,0,5201,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,4,low_homophily,4089,39704,138965,4357,15327,0.90111436,0.90066238,0.010075039,0.039269163,0.087423258,0.00038737317,0.96478357,1.1988417,-0.94785481,0,4089,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,4,medium_homophily,910,39704,138965,4357,15327,0.90111436,0.90066238,0.015372008,0.047666136,0.11146785,0.0034886763,0.97912088,1.2853186,-0.95643043,0,910,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,4,high_homophily,202,39704,138965,4357,15327,0.90111436,0.90066238,0.02286835,0.08270264,0.098210358,-0.002882032,0.99009901,1.3294118,-0.9620533,0,202,raw_feature_proxy,True
Squirrel,pyg,edge_drop,0.1,4,all,5201,39704,138965,4357,15327,0.90111436,0.90066238,0.011498706,0.043414106,0.09204921,0.00080745283,0.96827533,1.22,-0.9499067,0,5201,raw_feature_proxy,True
